numbering,type,gender,age,residence,income,edu_lvl,profession,household_size,dri_lic,num_cars,purpose1,purpose2,purpose3,purpose4,purpose5,self_drive,other_drive,pub_trans,bicycle,walking,frequency_travel,planned_travel_time,attraction_type1,attraction_type2,attraction_type3,daily_t,daily_d,exp_lvl,num_phones,if_connected_network,stability_network,daily_phone_use_t,frequency_phone_use,daily_devices_use_t,device_proficiency,value_e_devices1,value_e_devices2,value_e_devices3,value_e_devices4,value_e_devices5,value_e_devices6,value_e_devices7,value_e_devices8,value_e_devices9,value_e_devices10,travel_safety1,travel_safety2,travel_safety3,travel_safety4,travel_safety5,travel_safety6,travel_safety7,sati_lvl,prss_allevi,hlt_impro,ta_envi1,ta_envi2,ta_envi3,ta_envi4,ta_envi5,ta_envi6,r_envi1,r_envi2,r_envi3,r_envi4,r_envi5
205,on-site,0,2,0,5,3,1,4,1,1,1,0,0,0,0,1,0,0,0,0,1,2,1,1,1,5,2,5,1,1,1,3,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,5,5,5
206,on-site,0,4,0,3,3,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,4,3,4,1,0,3,2,2,6,4,3,3,4,3,4,4,4,3,3,3,4,3,3,3,3,4,4,4,4,4,5,5,5,4,4,4,3,3,2,3,1
207,on-site,1,2,0,3,3,0,4,1,2,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,2,2,5,1,1,3,4,3,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,5,5,5,5,5,3,5,4,5,3,1,1,4,2,3
208,on-site,0,5,0,5,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,4,2,5,1,1,3,2,2,6,2,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,3,3,3,2,3,3
209,on-site,1,2,1,2,3,1,3,1,1,0,1,0,0,0,0,1,0,0,0,5,5,1,1,1,5,5,5,2,1,3,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,3,3,3,3,3
210,on-site,0,3,0,4,3,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,4,5,2,1,3,2,1,6,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5
211,on-site,0,NA,1,3,3,1,5,1,1,0,1,0,0,0,0,1,0,0,0,4,2,0,0,1,4,4,4,1,1,2,4,2,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,3,2,3,3,4,3,4,4
212,on-site,0,3,0,2,3,1,5,1,1,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,5,5,4,2,1,3,4,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3
213,on-site,0,3,0,5,3,1,4,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,4,5,3,1,1,2,4,1,3,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,4,2,3,3,3,4,3,4,4,1
214,on-site,1,3,0,2,1,1,4,1,1,1,0,0,0,0,1,0,0,0,0,4,1,0,0,1,5,5,5,1,1,3,4,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3
215,on-site,0,3,0,4,3,0,3,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,3,5,1,1,3,4,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5
216,on-site,0,3,1,4,3,1,5,1,1,1,0,0,0,0,0,1,0,0,0,1,2,0,1,0,2,1,5,2,1,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5
217,on-site,0,2,0,3,3,0,5,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,2,1,5,1,1,1,3,2,2,4,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,1,3,3,3,3,4,4,4,4,4,3,3,3,4,4,1
218,on-site,1,2,1,4,3,0,3,1,2,0,1,0,0,0,0,1,0,0,0,4,1,0,0,1,2,4,3,2,1,3,3,2,6,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,5,4,4,4,5,4,5,4,4,4,4,5,5,4,4
219,on-site,1,2,0,2,3,0,7,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,3,2,4,1,0,2,4,3,2,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,3,3,3,3,3
220,on-site,1,3,0,2,3,0,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,4,5,5,1,0,3,3,3,3,4,4,4,4,5,4,4,4,4,4,4,4,3,4,3,4,4,3,3,3,3,4,5,4,3,4,4,3,4,3,4,4
221,on-site,0,2,1,1,3,1,3,1,1,1,0,0,0,0,1,0,0,0,0,2,1,1,1,1,4,4,4,1,1,3,3,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4
222,on-site,0,5,0,3,2,0,6,1,3,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,4,1,4,1,1,1,2,3,6,4,5,5,5,3,3,3,4,4,3,5,5,5,4,4,4,5,5,4,4,4,5,4,5,5,5,5,3,3,4,3,3
223,on-site,1,2,0,1,3,1,4,1,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,5,5,5,1,1,2,2,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4
224,on-site,0,1,0,1,1,1,3,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,5,2,5,1,1,1,2,2,3,4,4,4,5,5,5,5,5,3,3,1,5,5,5,5,5,5,5,5,5,5,4,3,4,4,5,3,1,3,4,4,NA
225,on-site,1,2,0,2,2,1,5,0,2,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,2,5,3,1,0,2,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,3,3,3,4,3,4,3
226,on-site,1,1,0,3,3,1,3,0,2,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,4,3,4,1,1,2,2,2,2,4,4,4,5,5,5,4,4,4,4,4,5,5,3,2,5,4,5,4,5,4,5,5,5,5,4,2,3,3,3,3,3
227,on-site,0,2,1,3,3,0,2,1,0,1,0,0,0,0,1,0,0,0,0,5,5,0,0,1,3,5,5,2,1,2,4,3,3,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3
228,on-site,1,2,0,1,3,1,3,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,3,2,5,1,1,3,3,2,6,4,4,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,3,3,3,3
229,on-site,0,4,NA,4,4,0,3,1,2,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,5,5,4,1,1,3,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4
230,on-site,1,2,0,2,3,1,3,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,3,2,4,1,1,3,3,3,6,4,5,5,5,5,5,5,5,5,3,2,5,5,5,4,5,5,5,NA,3,3,5,5,3,5,5,3,3,4,5,5,5
231,on-site,0,2,0,1,4,1,6,1,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,1,4,5,5,1,1,3,2,2,1,4,4,5,5,4,5,5,5,5,3,3,5,5,5,5,5,5,5,5,3,5,5,3,3,5,5,5,3,5,4,4,3
232,on-site,0,2,0,1,4,1,4,1,1,0,0,1,0,0,0,1,0,0,0,1,3,0,0,1,3,4,NA,2,1,2,4,2,6,3,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,4,5,5
233,on-site,1,3,0,4,2,1,2,1,0,1,0,0,0,0,0,0,1,0,0,2,4,1,0,1,5,5,5,2,1,1,4,3,NA,4,5,5,5,3,5,5,5,5,2,4,5,5,5,5,5,5,5,4,5,5,5,5,3,5,5,2,4,4,4,4,4
234,on-site,1,3,0,3,3,1,3,1,2,1,0,0,0,0,1,0,0,0,0,NA,2,0,0,1,5,5,5,1,1,1,4,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3
235,on-site,0,2,1,1,3,1,3,0,1,0,0,1,0,0,0,0,1,0,0,1,2,1,1,1,2,2,5,2,1,3,1,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4
236,on-site,0,2,1,1,3,1,4,1,2,1,0,0,0,0,0,0,1,0,0,5,5,0,0,1,2,1,5,1,1,2,3,2,2,4,5,5,4,5,5,5,5,4,5,5,5,5,5,4,4,3,4,5,5,5,5,5,5,5,5,5,2,3,2,2,2
237,on-site,0,2,0,1,4,1,3,1,1,0,0,1,0,0,0,1,1,0,0,1,2,0,0,1,4,3,4,1,1,3,NA,3,4,4,4,4,NA,4,4,4,4,4,4,5,5,5,NA,4,5,4,5,5,5,5,5,4,4,4,4,4,3,4,4,4,3
239,on-site,0,3,0,2,3,0,4,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,3,3,3,1,1,3,2,2,3,3,3,4,4,3,4,4,3,4,3,3,5,4,4,5,5,4,4,4,4,4,5,5,4,4,5,5,3,NA,3,3,3
240,on-site,1,3,0,4,4,0,4,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,2,5,2,1,2,4,3,1,3,5,5,5,5,5,5,5,2,2,2,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
241,on-site,0,4,0,5,4,0,3,1,1,0,0,1,0,0,1,0,1,0,0,1,2,1,0,1,5,1,4,1,1,2,3,2,3,4,5,5,4,4,4,5,5,4,4,3,5,5,5,3,3,3,4,4,3,3,4,4,4,4,4,4,5,4,3,2,1
242,on-site,0,1,1,1,1,1,3,0,1,1,0,0,0,0,0,0,1,0,0,5,1,0,0,1,2,2,4,1,1,3,2,2,1,4,5,5,5,5,4,5,5,5,4,4,4,5,5,5,5,4,5,5,4,5,5,5,4,4,5,5,3,4,4,3,1
243,on-site,0,2,1,1,2,1,3,NA,0,1,0,0,0,0,0,0,1,0,0,5,5,0,1,1,4,1,4,1,1,2,4,1,1,3,4,4,4,3,5,5,5,4,5,3,5,4,5,5,4,4,4,5,5,5,4,3,5,5,4,3,3,2,1,2,1
244,on-site,0,2,0,3,3,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,2,2,4,2,1,2,3,2,6,4,4,4,4,3,3,5,5,4,4,4,5,5,5,5,5,5,5,4,3,4,5,4,4,4,2,3,3,3,4,4,4
245,on-site,1,1,1,1,2,1,4,0,1,0,0,1,0,0,0,0,1,0,0,5,5,1,0,0,2,1,4,1,1,3,2,2,1,4,3,4,4,4,4,4,5,3,3,3,3,3,4,3,3,4,4,4,5,5,3,3,4,4,4,4,1,3,5,3,3
246,on-site,0,1,1,1,1,1,4,0,1,1,0,0,0,0,0,1,0,0,1,5,5,1,0,1,2,1,5,1,1,3,2,3,6,4,3,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,5,5,5,1,1,1,1,1
247,on-site,0,2,1,1,3,1,4,0,1,1,0,0,0,0,0,0,0,0,1,5,5,1,0,1,3,2,4,1,1,3,3,2,6,3,3,4,4,4,3,4,4,4,4,3,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,3
248,on-site,1,3,0,3,3,1,3,1,2,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,4,1,5,2,1,2,4,2,6,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,1,1
249,on-site,1,3,0,4,4,1,3,1,0,1,0,0,0,0,0,1,0,0,1,1,2,0,0,1,2,4,4,1,1,3,2,2,2,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,4,3,4,4,4,4,4,4,4,4,3,3,2,2,3,2,2
250,on-site,1,2,0,3,4,0,8,1,3,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,5,4,5,1,1,2,2,2,2,4,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,3,5,3,4,4,5,3,5,5,3,3,2,2,5,5,5
251,on-site,1,2,1,1,3,1,5,0,1,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,2,1,4,1,0,2,2,2,2,4,3,2,4,3,5,4,2,4,3,5,4,3,3,3,4,3,5,5,3,3,4,4,5,5,4,4,3,2,4,3,2
252,on-site,1,1,0,1,1,1,4,0,1,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,3,5,5,1,1,2,2,2,NA,4,3,4,4,4,4,4,4,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,3,3,3,1
253,on-site,0,2,0,2,4,1,4,1,1,0,0,1,0,0,0,1,0,0,0,2,1,0,1,0,5,5,5,2,1,2,3,2,3,3,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,4,3,3,2,1
254,on-site,1,3,0,4,4,0,3,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,4,4,4,1,1,2,4,3,3,4,5,5,5,5,5,5,5,3,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4
255,on-site,0,2,0,1,3,1,3,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,3,4,4,1,1,3,2,2,6,3,5,4,4,4,3,4,4,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5
256,on-site,1,2,0,2,4,1,6,1,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,3,3,4,1,1,3,3,3,2,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,3,3,3,2,2,2
257,on-site,1,2,0,1,3,1,4,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,2,2,4,1,1,3,4,3,6,4,5,5,5,3,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,1,1,1,3,3
258,on-site,0,4,0,2,3,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,4,5,5,1,1,1,2,1,2,4,5,5,5,2,2,3,5,4,2,2,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,1,2,1,1
259,on-site,1,1,0,1,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,5,1,NA,1,1,2,2,3,6,4,4,4,4,3,5,5,4,4,2,2,5,5,4,5,5,4,4,4,4,4,5,5,5,5,4,4,2,2,4,3,3
260,on-site,1,3,0,4,3,1,3,1,1,0,0,0,1,0,0,0,1,0,0,1,2,0,1,1,3,5,4,1,1,3,3,2,2,4,4,4,4,4,4,4,4,4,3,3,5,5,5,4,4,3,4,4,4,4,4,3,3,3,3,3,2,3,3,3,3
261,on-site,0,2,0,1,2,1,6,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,4,2,5,1,1,3,2,2,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
262,on-site,0,2,0,1,3,1,5,1,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,4,3,4,1,1,3,2,1,6,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,2,2,2,2,1
263,on-site,1,1,0,1,1,1,4,0,2,1,0,0,0,0,1,0,0,0,0,1,2,0,1,0,4,2,5,1,1,3,1,1,1,4,1,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,1,1,1
264,on-site,0,2,0,2,2,1,4,0,2,1,0,0,0,0,0,0,1,0,0,1,3,0,0,1,2,1,5,3,1,2,4,3,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
265,on-site,1,1,1,1,2,1,3,0,1,1,0,0,0,0,1,0,0,0,0,5,4,0,0,1,2,2,4,4,0,2,2,2,1,2,4,3,4,4,4,3,5,4,3,3,4,3,4,2,3,3,4,5,5,5,4,3,3,4,4,4,2,2,2,1,2
266,on-site,0,2,1,2,2,1,6,0,2,0,0,0,1,0,1,0,0,0,0,5,5,0,1,0,5,5,1,2,1,2,4,2,6,1,NA,3,2,2,1,4,2,3,2,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,4,4,3,5
267,on-site,1,1,1,1,1,1,6,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,5,1,4,1,1,2,3,3,6,3,3,4,3,3,3,3,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3
268,on-site,1,2,1,1,3,1,4,0,1,0,1,0,0,0,0,1,0,0,0,5,5,0,0,1,5,1,4,1,1,3,3,3,6,3,3,4,4,3,3,4,4,4,4,4,5,4,5,5,5,4,4,4,5,5,5,4,4,5,4,5,3,3,3,2,2
269,on-site,0,2,1,2,2,1,6,1,0,0,0,0,0,1,0,1,0,0,0,5,5,0,0,1,5,5,4,1,1,2,2,2,5,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,4,4,4,4,4
270,on-site,1,3,0,3,1,1,4,0,1,0,0,0,0,1,1,0,0,0,0,5,5,1,0,0,1,2,3,1,1,2,4,3,1,3,4,4,3,3,3,4,NA,4,4,3,3,4,4,3,3,3,4,4,4,4,5,4,4,5,5,5,3,3,3,3,3
271,on-site,0,5,0,2,3,0,5,1,1,1,0,0,0,0,1,0,0,0,0,1,3,1,0,1,5,5,5,1,1,1,2,2,4,3,5,5,5,4,3,4,5,4,3,4,4,4,4,5,5,5,5,2,5,5,3,4,3,3,2,3,4,3,3,3,4
272,on-site,1,2,1,1,2,1,6,0,1,1,0,0,0,0,0,0,0,0,1,5,5,1,0,0,1,1,3,1,1,3,2,2,1,4,4,4,5,3,4,5,5,4,5,5,4,5,4,3,4,4,3,4,5,5,4,3,4,5,5,2,4,4,5,3,5
273,on-site,1,2,1,1,1,1,5,0,3,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,1,1,5,3,1,3,2,1,1,4,2,4,1,2,2,2,2,4,2,1,3,3,3,2,2,3,3,5,5,5,4,4,4,4,4,5,3,3,4,3,4
274,on-site,1,2,1,2,3,1,4,0,0,1,0,0,0,0,0,0,1,0,0,5,5,0,0,1,2,2,4,1,1,2,2,3,1,3,4,4,4,4,3,3,4,3,4,3,3,3,4,2,3,3,5,5,5,5,5,4,3,3,3,3,4,3,3,3,3
275,on-site,1,2,1,1,2,1,3,0,0,1,0,0,0,0,0,0,1,0,0,5,5,0,0,1,1,1,5,1,1,3,2,2,6,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,5
276,on-site,1,1,1,1,2,1,5,0,1,0,0,0,1,0,1,0,0,0,0,5,5,0,0,1,4,4,5,1,1,3,NA,3,4,4,3,3,4,4,4,3,4,3,4,3,4,4,NA,4,4,3,5,5,5,4,5,5,4,4,NA,3,2,2,3,4,3
277,on-site,0,2,1,2,3,1,6,0,1,0,0,0,1,0,1,0,0,0,0,2,1,0,1,0,2,3,4,1,1,2,2,2,2,3,3,4,3,4,4,3,3,4,3,3,3,3,4,3,3,4,3,3,4,3,4,4,3,4,4,3,4,3,4,4,3
278,on-site,1,2,1,2,3,1,5,0,1,1,0,0,0,0,1,0,0,0,0,5,1,0,1,1,5,3,4,1,1,3,2,2,2,4,3,4,3,2,4,3,4,3,4,3,4,2,4,5,3,2,5,4,3,4,4,3,NA,4,2,4,3,3,4,3,2
280,on-site,0,2,1,1,3,1,3,0,1,0,0,0,1,0,1,1,1,1,1,5,5,1,1,1,2,4,5,1,1,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,3,2,2,2,2
281,on-site,1,2,1,2,3,0,4,0,2,0,0,0,0,1,1,0,0,0,0,5,5,1,0,0,2,2,4,3,1,3,3,2,2,4,2,2,2,2,4,4,4,4,4,4,5,5,5,5,5,3,5,4,4,4,5,5,5,5,5,5,3,3,4,3,3
282,on-site,1,2,1,1,3,1,3,1,1,1,0,0,0,0,1,0,0,0,0,2,2,1,0,0,3,2,5,2,1,3,2,3,3,4,NA,5,4,5,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,3,4,3,3,3,4,4,3,4,4
283,on-site,1,2,1,2,3,0,4,0,1,0,0,0,1,0,1,0,0,0,0,5,5,0,0,1,5,2,4,2,1,3,4,3,2,3,4,5,3,4,2,5,4,3,4,2,5,4,3,4,4,3,5,4,4,3,5,4,4,5,4,5,4,3,4,3,2
284,on-site,1,2,1,3,4,0,3,1,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,4,5,3,1,1,2,2,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,5,4,2,5,5,4,5,3
285,on-site,0,2,1,1,3,1,3,1,1,0,0,0,0,1,0,1,0,0,0,5,4,1,0,0,5,5,4,1,0,2,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,3,3,2,2,2
286,on-site,1,2,1,2,3,1,5,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,1,3,4,3,2,1,2,4,2,2,3,4,5,5,4,5,5,5,5,4,4,5,5,5,5,5,3,3,4,4,4,4,3,4,5,5,3,4,4,3,3,4
287,on-site,1,2,1,2,3,1,5,0,1,0,0,0,1,0,1,0,0,0,0,2,1,0,1,0,2,3,4,1,1,2,2,2,1,3,3,4,3,4,3,3,4,3,3,3,4,3,3,4,3,3,3,4,3,3,4,3,4,4,3,4,4,3,4,4,3
288,on-site,0,4,0,3,1,1,2,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,3,5,5,3,3,3
289,on-site,0,3,0,5,NA,1,3,1,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,4,4,4,1,1,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,3,3
290,on-site,0,3,1,2,2,0,9,1,1,1,0,0,0,0,1,0,0,0,0,2,3,0,0,1,2,1,5,1,1,2,NA,2,1,NA,3,3,3,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4
291,on-site,1,2,1,3,3,1,3,1,1,1,0,0,0,0,1,0,0,0,0,5,1,0,0,1,3,2,5,1,1,3,4,3,3,4,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,1,1
292,on-site,1,3,1,4,3,0,3,1,1,0,1,0,0,0,1,0,0,0,0,5,5,1,1,1,3,1,4,1,1,3,4,3,2,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3
293,on-site,0,3,0,4,3,0,3,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,3,3,4,2,1,3,3,3,1,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,3,4,4,4,4,4,3,4,3,4,4,3,3,3,3,3
294,on-site,0,3,0,5,4,1,3,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,5,5,4,1,1,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,3,5,5,5,5,4,4,4,4,3,3,2,2,4,3,3
295,on-site,0,2,0,4,3,0,3,1,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,4,5,5,1,1,3,4,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,4,4,4,4
296,on-site,0,2,0,3,3,1,3,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,5,5,5,1,1,3,2,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,2
297,on-site,0,1,0,1,1,1,4,0,3,1,0,0,0,0,1,0,0,1,1,1,3,0,0,1,5,5,5,1,1,3,1,2,6,4,3,4,5,3,2,3,5,3,3,4,3,4,3,3,3,3,4,4,4,3,4,3,2,3,2,3,4,5,3,3,5
298,on-site,1,3,0,3,3,1,3,1,2,1,0,0,0,0,1,0,0,0,0,1,2,1,1,1,4,3,5,2,1,3,2,2,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,4,4,4,4
299,on-site,1,3,1,2,3,0,6,1,1,1,0,0,0,0,0,1,0,0,0,2,3,0,0,1,2,5,5,1,0,3,3,3,2,3,5,5,5,5,5,5,5,5,5,5,4,5,4,3,NA,4,4,4,4,4,5,5,5,5,5,5,3,1,4,3,1
300,on-site,0,2,0,4,3,1,4,1,2,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,4,5,4,2,1,2,2,1,4,4,5,5,NA,5,5,NA,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,2,2,2,2,NA
301,on-site,0,1,0,2,1,1,4,0,2,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,5,4,5,1,1,3,1,2,6,4,2,5,5,3,5,4,3,3,4,2,5,5,4,5,5,3,4,5,5,5,5,4,3,4,4,4,1,1,1,1,1
302,on-site,1,3,0,3,2,1,3,1,2,1,0,0,0,0,1,0,0,0,0,1,3,0,0,1,2,4,5,2,1,3,2,1,2,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,3,3,3,3,3
303,on-site,0,3,0,5,4,0,4,1,2,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,2,1,4,1,1,2,3,3,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,NA,5,3,5,5,5,5
305,on-site,1,2,0,4,3,0,3,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,5,4,5,1,1,3,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,2,2,2,2
306,on-site,1,3,0,3,3,1,3,1,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,3,5,5,1,1,1,2,1,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4,4,3,3,4
