numbering,type,gender,age,residence,income,edu_lvl,profession,household_size,dri_lic,num_cars,purpose1,purpose2,purpose3,purpose4,purpose5,self_drive,other_drive,pub_trans,bicycle,walking,frequency_travel,planned_travel_time,attraction_type1,attraction_type2,attraction_type3,daily_t,daily_d,exp_lvl,num_phones,if_connected_network,stability_network,daily_phone_use_t,frequency_phone_use,daily_devices_use_t,device_proficiency,value_e_devices1,value_e_devices2,value_e_devices3,value_e_devices4,value_e_devices5,value_e_devices6,value_e_devices7,value_e_devices8,value_e_devices9,value_e_devices10,travel_safety1,travel_safety2,travel_safety3,travel_safety4,travel_safety5,travel_safety6,travel_safety7,sati_lvl,prss_allevi,hlt_impro,ta_envi1,ta_envi2,ta_envi3,ta_envi4,ta_envi5,ta_envi6,r_envi1,r_envi2,r_envi3,r_envi4,r_envi5
613,on-site,0,2,0,3,3,1,3,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,3,1,4,2,1,3,3,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
614,on-site,0,3,0,3,3,1,3,1,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,4,5,4,1,1,3,4,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3
615,on-site,1,2,0,1,3,1,6,0,2,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,4,1,5,1,1,3,4,3,6,3,5,5,5,5,5,3,3,NA,4,2,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,5,2,2,3,5,5
616,on-site,1,2,1,2,3,1,6,1,2,1,0,0,0,0,1,0,0,0,0,5,1,0,1,1,2,2,3,1,1,3,2,3,2,4,3,5,5,5,4,4,5,3,5,5,5,3,5,4,5,3,4,4,4,3,4,3,5,4,5,3,4,3,5,4,3
617,on-site,1,2,1,2,3,1,3,0,1,0,1,0,0,0,0,1,0,0,0,5,5,0,0,1,5,2,5,1,1,2,3,2,2,3,4,4,4,5,4,4,5,4,4,4,4,3,NA,5,4,NA,5,4,4,4,5,4,4,5,4,4,4,5,3,2,2
618,on-site,1,2,1,2,3,1,5,0,1,0,0,0,1,0,0,0,1,0,0,5,5,1,0,0,2,4,3,1,1,2,3,3,NA,NA,NA,4,3,5,5,4,3,4,NA,3,3,5,5,5,4,3,NA,NA,NA,NA,5,5,5,5,5,5,5,2,3,NA,NA
619,on-site,1,2,1,2,3,1,5,0,3,1,0,0,0,0,1,0,1,0,0,5,5,0,1,1,5,4,4,2,0,3,3,3,3,3,3,4,4,3,3,4,4,3,3,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3
620,on-site,1,4,1,1,3,1,11,0,2,0,0,0,1,0,0,1,0,0,0,5,3,1,1,1,4,4,5,2,1,3,4,3,6,4,3,5,5,3,3,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,4,3,3,NA,3
621,on-site,1,1,1,1,1,1,3,0,1,0,0,0,1,0,0,0,1,0,0,5,5,1,0,1,2,1,5,1,1,3,4,2,2,4,4,3,4,4,3,3,5,5,4,3,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,3,1,5,5,5
622,on-site,1,2,1,2,3,0,7,0,1,0,1,0,0,0,0,0,1,0,0,5,5,0,0,1,5,3,5,1,1,2,4,3,4,2,NA,5,4,4,4,5,3,2,2,1,4,4,3,5,3,2,2,2,4,5,4,4,5,4,5,4,3,4,5,4,3
623,on-site,1,2,1,3,3,0,5,1,1,1,0,0,0,0,1,0,0,0,0,3,2,0,1,1,4,4,5,1,1,3,3,2,2,4,4,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,4,5,5,4,4,4,3,2,3,3,3
624,on-site,0,4,0,3,3,0,4,1,1,1,0,0,0,0,1,0,0,0,0,1,2,0,1,1,2,5,4,1,1,3,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,5,4,5,3,3
625,on-site,1,2,1,1,3,0,3,1,1,1,0,0,0,0,1,0,0,0,0,5,1,0,0,1,4,5,5,2,1,2,1,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,5,5,4,3,3,4,3,4
626,on-site,1,2,1,1,3,1,3,0,1,1,0,0,0,0,1,0,0,0,0,5,1,0,0,1,3,4,5,3,1,3,2,2,3,4,4,5,5,3,5,5,5,5,3,4,5,3,5,5,5,4,5,5,5,5,5,3,5,5,5,3,2,2,3,2,2
627,on-site,1,4,0,2,3,0,4,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,5,5,5,1,1,3,2,2,6,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,3,2,4,3,3
628,on-site,1,3,0,3,3,0,4,1,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,5,3,5,1,1,2,3,2,2,4,4,3,5,5,4,4,5,5,4,4,5,4,5,3,4,3,4,4,5,5,5,4,5,5,5,5,1,3,2,2,1
629,on-site,0,2,0,5,3,1,4,1,3,1,0,0,0,0,1,0,0,0,0,1,2,0,1,1,3,5,4,2,1,3,2,3,3,3,4,4,4,3,4,4,4,3,3,3,4,3,3,3,4,3,4,4,3,4,4,4,4,4,3,3,3,3,2,3,3
630,on-site,0,2,0,1,3,1,4,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,4,5,5,1,0,1,2,2,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4
631,on-site,0,2,0,1,3,1,4,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,4,2,5,1,1,2,NA,2,6,4,5,5,5,5,3,NA,5,4,4,3,5,5,5,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
632,on-site,0,3,1,3,2,0,6,1,1,1,0,0,0,0,1,0,0,0,0,5,1,0,0,1,2,4,4,2,1,3,2,3,2,3,NA,3,3,3,4,4,4,3,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2
633,on-site,0,2,1,1,2,1,4,1,1,0,1,0,0,0,0,1,0,0,0,5,2,1,1,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,4,5,4,5
634,on-site,1,3,0,3,4,0,3,1,2,0,0,0,0,1,1,0,0,0,0,2,2,0,0,1,3,5,4,2,1,3,4,3,3,4,5,5,5,5,5,4,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4
635,on-site,1,3,0,4,3,0,3,1,2,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,4,5,5,2,1,2,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,2,2,1
636,on-site,1,3,1,4,3,0,3,1,1,1,0,0,0,0,1,0,0,0,0,5,1,0,1,1,5,5,5,2,1,3,4,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,2,3,3,3
637,on-site,0,2,1,3,3,0,3,1,2,0,0,0,0,1,1,0,0,0,0,5,5,0,1,0,5,5,5,1,1,3,4,3,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,5,5,4,4,4,4,4,4,5,4,5,4,5
638,on-site,1,3,1,4,4,0,3,1,1,1,0,0,0,0,1,0,0,0,0,5,5,0,1,1,2,4,5,1,1,3,2,2,2,4,5,5,5,5,4,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,3,1,4,4,5,5,4
639,on-site,0,1,0,1,2,1,5,0,1,1,0,0,0,0,0,1,0,0,0,1,2,1,1,1,4,4,5,1,1,2,3,3,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,4,4,4,2,2,2,2,2
640,on-site,1,3,0,3,3,0,3,1,1,1,0,0,0,0,0,1,0,0,0,2,2,1,1,1,5,2,4,1,1,2,4,3,6,3,5,5,5,5,5,5,4,5,4,5,5,5,5,4,4,4,5,4,4,4,5,4,3,4,4,4,5,5,4,4,3
641,on-site,0,5,0,3,2,0,5,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,2,2,5,1,NA,NA,4,2,6,4,5,2,5,2,2,2,2,2,2,2,4,3,3,4,3,3,3,5,5,5,5,5,5,5,5,5,1,3,3,3,3
642,on-site,1,2,1,1,2,1,3,1,1,0,0,0,0,1,1,0,0,0,0,5,1,0,0,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,3,4,3,3,3,3,3,3
643,on-site,0,2,1,1,3,1,10,0,2,0,1,0,0,0,1,0,0,0,0,5,5,0,0,0,3,4,5,1,1,3,1,1,1,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3
644,on-site,0,2,1,3,3,0,1,1,1,0,1,0,0,0,0,1,0,0,0,5,5,1,1,1,4,5,5,1,1,2,2,3,1,4,1,5,5,1,5,1,5,1,1,1,3,5,5,1,5,1,4,5,2,3,5,1,5,5,5,5,1,1,5,5,1
645,on-site,1,2,0,1,3,1,4,0,1,1,0,0,0,0,0,0,1,0,0,1,2,1,0,1,4,3,3,2,1,1,3,3,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5,2,3,3,3,3,3,3
646,on-site,1,2,1,3,3,1,1,1,1,0,1,0,0,0,0,1,0,0,0,5,5,0,0,1,2,1,3,1,1,3,1,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
647,on-site,1,2,1,5,3,1,4,0,1,0,0,0,0,1,0,1,0,0,0,5,5,0,0,1,5,5,5,2,0,3,3,3,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,2,2,3,5,3
648,on-site,1,2,NA,1,3,1,5,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,4,2,5,1,1,3,4,3,2,4,NA,4,3,3,3,4,3,3,4,4,4,4,3,4,3,3,5,5,5,5,5,5,3,4,4,4,4,3,3,4,3
649,on-site,0,2,1,2,3,1,5,1,0,1,0,0,0,0,0,0,1,0,0,2,5,0,0,1,3,2,4,1,1,3,3,2,6,3,3,4,3,3,4,4,5,5,4,5,5,4,4,3,3,3,4,4,3,5,5,4,3,4,4,4,3,4,3,4,3
650,on-site,0,2,0,5,4,0,5,0,2,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,4,5,5,2,1,3,3,2,4,3,5,5,5,5,5,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,5,5,5,5,4,3,4,4,4,4,4
651,on-site,1,1,0,1,1,1,6,0,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,5,4,1,1,3,1,2,2,4,4,5,5,5,5,5,5,4,5,4,4,4,4,4,5,4,4,3,2,4,5,4,5,4,4,4,3,NA,3,3,2
652,on-site,1,2,0,3,3,1,2,1,1,1,0,0,0,0,1,0,0,0,0,5,5,0,1,1,2,5,4,2,1,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3
653,on-site,0,1,0,1,2,1,3,0,3,1,0,0,0,0,1,0,0,0,0,1,2,0,1,1,5,5,5,1,1,2,4,3,2,3,4,5,5,5,4,4,4,4,4,4,5,5,5,5,5,3,5,5,5,5,5,5,4,4,4,4,2,1,4,3,1
654,on-site,1,3,0,3,3,1,10,1,2,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,2,3,5,1,0,2,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,2,2,3,2,1
655,on-site,1,2,0,1,2,1,3,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,2,2,4,1,0,2,4,3,3,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,2,1,1,5,1,5
656,on-site,0,3,1,4,3,0,4,1,2,0,0,1,0,0,1,0,0,0,0,2,1,0,0,1,3,2,3,1,1,2,2,2,2,3,4,4,3,4,4,3,3,4,3,3,3,3,3,3,4,3,3,3,4,3,3,4,4,3,3,3,4,4,4,4,4
657,on-site,0,1,0,1,2,1,4,0,2,1,0,0,0,0,1,0,0,0,0,1,2,1,0,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,5,4,4,5,5,5,5,4,5,5,5,4,2,2,3,3,2
658,on-site,0,3,0,3,3,0,3,1,1,0,1,0,0,0,0,1,0,0,0,5,5,0,0,1,5,5,3,1,1,3,4,3,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4
659,on-site,0,3,0,4,3,1,2,1,2,1,0,0,0,0,0,1,0,0,0,1,2,0,1,0,1,1,5,1,0,3,1,3,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3
660,on-site,1,1,0,1,2,1,3,0,2,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,4,5,5,1,1,2,3,2,6,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,3,3,3,1
661,on-site,1,2,0,2,3,1,7,0,2,1,0,0,0,0,0,0,1,0,0,1,2,1,1,1,4,3,5,1,1,2,3,2,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,3,3,3,3,5
662,on-site,0,2,0,1,3,1,3,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,4,2,4,1,1,3,3,2,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,3,3,2,3,3,3
663,on-site,1,3,0,2,3,0,4,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,3,4,4,1,1,2,2,2,6,4,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1
664,on-site,1,3,0,5,3,1,4,1,3,1,0,0,0,0,1,0,1,0,0,1,2,1,1,1,5,5,5,2,1,3,4,3,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,5,3,5,3,5,4,3,3,3,3,3
665,on-site,1,1,0,1,NA,1,4,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,4,5,4,1,1,1,4,2,6,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4
666,on-site,0,2,0,3,2,1,3,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,5,5,4,2,1,3,4,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3
667,on-site,0,1,0,1,1,1,8,0,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,2,4,4,0,3,2,1,1,4,3,5,3,3,5,4,5,3,1,3,4,5,5,4,5,2,4,4,4,4,5,5,4,4,4,4,2,3,4,4,1
668,on-site,0,1,0,1,2,1,4,0,1,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,3,2,NA,1,1,3,3,3,1,4,2,5,5,3,4,4,5,5,3,3,5,5,5,3,5,3,5,5,5,5,5,5,4,4,3,5,2,3,3,3,2
669,on-site,1,1,0,1,2,1,3,0,1,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,5,5,4,2,1,3,4,3,6,4,5,5,5,5,3,4,5,5,4,4,5,5,5,3,3,3,4,5,5,5,5,5,5,4,4,5,2,2,3,3,3
670,on-site,0,2,0,3,3,1,3,1,2,0,1,0,0,0,0,1,0,0,0,5,5,0,0,1,4,5,5,2,1,2,3,3,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,4,4,4,1
671,on-site,0,2,1,3,2,0,4,1,1,1,0,0,0,0,1,0,0,0,0,5,5,0,0,1,3,4,3,1,1,3,2,2,3,4,5,5,3,3,3,3,3,3,3,3,3,4,4,2,3,4,4,4,3,3,4,3,4,3,3,3,4,4,3,3,3
672,on-site,1,3,1,4,3,0,6,1,3,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,2,5,1,1,3,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
673,on-site,0,3,0,5,4,1,4,1,1,1,0,0,0,0,1,0,0,0,0,5,5,0,0,1,4,4,5,1,1,3,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,3,3,3,3,3,2,2
674,on-site,1,2,1,1,4,1,4,1,1,0,0,0,1,0,0,0,1,0,0,5,5,1,1,1,1,1,4,1,1,3,3,2,2,4,4,4,4,4,4,5,5,4,4,4,5,5,4,4,4,5,5,5,5,5,4,4,3,4,5,4,2,3,3,4,3
675,on-site,1,2,1,2,3,1,4,0,2,1,1,0,0,0,0,1,0,0,0,5,5,1,1,1,3,1,3,2,1,3,2,3,4,3,5,4,4,4,5,5,4,4,4,5,5,4,4,3,4,3,4,4,5,5,5,4,4,3,3,4,5,4,4,4,4
676,on-site,1,2,0,1,4,1,6,0,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,3,2,5,1,1,3,4,3,3,3,5,5,5,3,5,4,5,4,3,3,4,4,5,3,4,4,5,5,5,5,5,5,4,4,4,4,4,4,5,4,5
677,on-site,0,1,0,1,1,1,3,0,2,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,2,5,4,1,1,2,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,1,1,4,4,2
678,on-site,0,3,0,5,2,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,4,4,4,2,1,2,2,3,6,4,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,5,4,4,4,4,3,4,3,4,4,4,4,4,5,5
679,on-site,1,3,0,3,3,0,4,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,NA,1,1,3,1,3,1,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5
680,on-site,0,2,0,2,3,1,4,0,2,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,2,2,4,2,1,3,3,3,6,3,4,4,4,3,4,4,5,3,3,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3
681,on-site,0,2,0,1,3,1,4,1,2,1,0,0,0,0,0,1,0,0,0,1,2,1,1,1,5,5,4,1,1,3,3,2,3,3,4,4,4,4,4,4,4,4,4,4,5,4,4,3,3,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,3
682,on-site,1,3,0,2,3,0,3,1,1,1,0,0,0,0,0,0,1,0,0,1,2,1,0,1,2,2,5,2,0,2,4,2,6,3,4,4,4,3,4,4,3,3,3,3,4,4,4,4,3,3,3,4,4,4,5,4,4,4,3,4,3,3,3,3,3
683,on-site,0,4,0,3,2,1,4,1,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,5,4,2,1,3,1,2,6,3,5,4,4,4,3,4,5,4,4,4,4,5,5,5,5,4,4,4,3,3,4,4,3,4,4,3,3,2,1,1,2
684,on-site,1,2,0,3,3,1,3,1,1,0,1,0,0,0,0,1,0,0,0,4,1,0,0,1,4,5,4,2,1,3,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2
685,on-site,0,4,0,1,3,1,3,1,2,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,4,5,5,1,1,2,3,3,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,3,5,3,5,3
686,on-site,1,2,0,2,3,1,8,1,4,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,4,5,5,1,1,2,4,3,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
687,on-site,1,3,0,4,3,1,4,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,4,5,4,1,1,2,4,3,4,4,5,5,5,5,5,5,4,2,2,2,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,3,1,2,1,2,1
688,on-site,0,4,0,3,3,1,3,1,1,0,1,0,0,0,0,1,0,0,0,3,1,0,0,1,4,5,4,2,1,2,3,2,3,4,4,5,4,3,4,4,5,4,3,4,5,4,5,5,4,3,4,4,4,3,4,4,5,3,4,4,4,4,4,4,4
689,on-site,0,2,0,4,3,1,4,1,1,1,0,0,0,0,0,1,0,0,0,5,5,1,0,1,5,5,5,1,1,3,3,2,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,3,3
690,on-site,0,3,0,3,2,1,3,1,1,1,0,0,0,0,1,0,0,0,0,1,4,0,1,1,2,5,4,2,1,3,2,2,2,4,4,4,4,2,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,3,2,2,2,1
691,on-site,1,2,1,3,3,1,3,1,2,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,2,4,4,2,1,2,4,3,2,4,4,4,4,5,5,5,4,5,5,5,5,5,4,5,4,2,4,4,4,5,5,5,5,5,5,3,5,4,3,4,4
692,on-site,0,4,0,5,4,1,5,1,3,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,5,3,3,3,1,2,4,3,4,3,4,4,4,2,2,4,4,4,3,3,4,3,3,3,3,2,3,4,2,2,4,3,3,3,3,3,2,3,2,3,2
693,on-site,0,4,1,3,3,0,4,1,2,1,0,0,0,0,1,0,0,0,0,5,5,0,0,0,5,2,5,1,1,3,3,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,3,3,3,3
694,on-site,0,3,NA,3,3,1,5,1,2,1,0,0,0,0,1,0,0,0,0,2,1,0,1,0,2,3,5,1,0,2,4,3,1,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,3,3,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4
695,on-site,1,2,0,3,3,1,4,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,5,5,1,0,2,4,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,5
696,on-site,1,3,0,4,3,0,6,1,2,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,4,4,5,1,1,2,2,2,2,3,4,5,5,4,4,4,4,4,4,4,5,4,4,4,3,4,4,5,5,4,5,4,5,4,4,4,4,3,3,4,4
697,on-site,0,3,0,3,3,0,5,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,4,3,1,1,1,3,3,1,4,4,4,4,3,4,4,3,3,3,3,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,3,3,3
698,on-site,0,4,0,5,4,0,3,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,4,5,5,1,1,3,3,2,2,4,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,3,4,3,1,1
699,on-site,1,3,0,NA,3,1,4,1,2,1,0,0,0,0,1,0,0,0,0,1,NA,0,0,1,2,5,5,2,0,3,4,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,3,3,3,3,3
700,on-site,0,2,0,1,2,1,6,0,1,1,0,0,0,0,1,0,0,0,0,5,5,0,0,1,3,5,4,1,0,3,1,3,3,4,3,5,5,4,3,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,3,5,5,1,1
701,on-site,1,3,0,4,4,0,3,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,4,4,5,1,1,3,2,1,6,4,4,5,5,4,4,5,5,5,5,3,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,4,4,5,5,3
702,on-site,0,2,0,3,3,1,3,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,4,5,3,2,1,3,3,3,6,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,4,4,5,4,4,4,4,3,3,3,3,3,3
703,on-site,0,3,0,4,2,1,5,1,2,1,0,0,0,0,0,0,1,0,0,4,1,0,0,1,4,3,4,1,1,1,4,3,6,4,3,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,5,4,4,1
704,on-site,0,2,0,5,4,0,1,1,1,1,0,0,0,0,0,1,0,0,0,2,1,0,0,1,4,2,3,2,1,3,4,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,5,5,4,4,4
705,on-site,0,2,0,3,3,1,5,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,5,4,3,1,1,1,2,1,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,3,5,3,4,5,5,5,5,5,5
706,on-site,1,1,0,1,2,1,3,0,2,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,3,4,4,1,0,1,2,2,3,4,3,4,4,3,3,5,5,3,3,3,5,4,5,NA,5,3,4,4,4,4,4,4,5,4,3,4,3,3,3,3,3
707,on-site,1,3,0,3,3,0,3,1,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,3,4,4,1,1,2,2,3,1,4,5,5,5,5,5,5,5,5,5,5,4,4,5,3,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,4
708,on-site,0,1,0,1,1,1,8,0,3,1,0,0,0,0,0,1,0,0,0,1,2,0,1,1,3,4,4,2,1,3,2,3,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,3,5,5,3,5,5,4,3,3,3
709,on-site,0,1,0,1,2,1,4,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,3,5,3,1,1,2,2,2,3,3,3,4,3,4,4,3,3,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,3,3,3,3,3,2,2,2,2
710,on-site,0,2,0,3,3,0,4,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,4,4,1,1,2,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4
711,on-site,0,3,0,2,1,1,5,1,1,0,1,0,0,0,0,1,0,0,0,4,1,0,0,1,2,5,3,2,1,2,2,3,2,4,1,1,1,1,5,5,5,3,3,3,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,2,2,1,1,1
